,Compte,Type,Ticker,Quantité,Average Cost
0,DU1507427,Stock,JNPR,-420.0,24.35151965
1,DU1507427,Stock,SWKS,125.0,79.918
2,DU1507427,Stock,IPG,472.0,21.205
3,DU1507427,Stock,WDC,-165.0,60.5525668
4,DU1507427,Stock,CAH,209.0,47.995
5,DU1507427,Stock,NUE,190.0,52.25526315
6,DU1507427,Stock,REG,147.0,67.8768027
7,DU1507427,Stock,JEC,-109.0,91.59881035
8,DU1507427,Stock,ALXN,94.0,106.3306383
9,DU1507427,Stock,PXD,74.0,134.6235135
10,DU1507427,Stock,XEC,197.0,50.81507615
11,DU1507427,Stock,MDT,-90.0,110.9864722
12,DU1507427,Stock,AMZN,6.0,1784.16666665
13,DU1507427,Stock,NWSA,-719.0,13.90459305
14,DU1507427,Stock,ADS,77.0,130.202987
15,DU1507427,Stock,WHR,67.0,148.61492535
16,DU1507427,Stock,MPC,-182.0,54.9832482
17,DU1507427,Stock,ROK,62.0,162.39612905
18,DU1507427,Stock,LUV,-184.0,54.65961895
19,DU1507427,Stock,HSY,-65.0,153.61131625
20,DU1507427,Stock,SPG,-65.0,154.71129345
21,DU1507427,Stock,FITB,-360.0,27.76430615
22,DU1507427,Stock,TRIP,255.0,39.135
23,DU1507427,Stock,JWN,-312.0,32.1442155
24,DU1507427,Stock,WU,444.0,22.565
25,DU1507427,Stock,ULTA,44.0,228.77272725
26,DU1507427,Stock,NOC,-27.0,367.39523795
27,DU1507427,Stock,WFC,205.0,48.505
28,DU1507427,Stock,BSX,-232.0,43.19398675
29,DU1507427,Stock,VLO,121.0,82.97826445
30,DU1507427,Stock,NTRS,106.0,94.46943395
31,DU1507427,Stock,FANG,-104.0,96.78451195
32,DU1507427,Stock,SHW,-18.0,549.37295205
33,DU1507427,Stock,TROW,87.0,114.58149425
34,DU1507427,Stock,LEG,-246.0,40.7240379
35,DU1507427,Stock,SRE,70.0,142.5142857
36,DU1507427,Stock,C,144.0,68.95694445
37,DU1507427,Stock,DVN,382.0,26.155
38,DU1507427,Stock,BDX,-40.0,253.00964305
39,DU1507427,Stock,PG,82.0,122.4621951
40,DU1507427,Stock,BEN,-342.0,29.2742749
41,DU1507427,Stock,COG,-556.0,18.0045082
42,DU1507427,Stock,COF,108.0,92.46925925
43,DU1507427,Stock,NOV,443.0,22.5530587
44,DU1507427,Stock,LLY,-86.0,115.91585335
45,DU1507427,Stock,HRB,426.0,23.475
46,DU1507427,Stock,LNC,-165.0,60.60256575
47,DU1507427,Stock,LOW,90.0,110.9111111
48,DU1507427,Stock,SNA,-64.0,155.3810392
49,DU1507427,Stock,PNW,-103.0,96.9681648
50,DU1507427,Stock,VIAB,400.0,24.995
51,DU1507427,Stock,AMGN,51.0,197.34960785
52,DU1507427,Stock,FCX,954.0,10.325
53,DU1507427,Stock,IPGP,75.0,133.36333335
54,DU1507427,Stock,SEE,-243.0,41.17402855
55,DU1507427,Stock,ALGN,54.0,186.9285185
56,DU1507427,Stock,CI,-62.0,161.04041805
57,DU1507427,Stock,KMX,118.0,84.7584746
58,DU1507427,Stock,EL,-52.0,191.50668555
59,DU1507427,Stock,AMG,-117.0,85.46956455
60,DU1507427,Stock,ED,-109.0,92.58878985
61,DU1507427,Stock,K,157.0,63.7000637
62,DU1507427,Stock,ADP,63.0,159.4479365
63,DU1507427,Stock,KR,389.0,25.735
64,DU1507427,Stock,FBHS,189.0,52.865291
65,DU1507427,Stock,MU,-204.0,49.23386175
66,DU1507427,Stock,EOG,-124.0,80.8301431
67,DU1507427,Stock,XLNX,-104.0,96.34827095
68,DU1507427,Stock,HPQ,541.0,18.48727355
