,Compte,Type,Ticker,Quantité,Average Cost
0,DU1507430,Stock,NWSA,-737.0,13.5346007
1,DU1507430,Stock,WHR,-62.0,162.23039355
2,DU1507430,Stock,CDNS,156.0,64.54641025
3,DU1507430,Stock,MCK,72.0,140.00805555
4,DU1507430,Stock,VRTX,-52.0,194.68661925
5,DU1507430,Stock,CCL,-232.0,43.0698513
6,DU1507430,Stock,CINF,88.0,114.97136365
7,DU1507430,Stock,IRM,304.0,32.875
8,DU1507430,Stock,NWS,-704.0,13.9945912
9,DU1507430,Stock,AMZN,6.0,1727.06666665
10,DU1507430,Stock,HES,-141.0,70.0113397
11,DU1507430,Stock,MLM,-38.0,264.9080816
12,DU1507430,Stock,VTR,159.0,62.043522
13,DU1507430,Stock,CAH,-202.0,49.693852
14,DU1507430,Stock,WBA,-175.0,57.95296685
15,DU1507430,Stock,WDC,187.0,53.1053476
16,DU1507430,Stock,MGM,-374.0,26.80560935
17,DU1507430,Stock,CBRE,-187.0,53.5127305
18,DU1507430,Stock,VLO,-110.0,91.57798545
19,DU1507430,Stock,VFC,119.0,84.78840335
20,DU1507430,Stock,CVS,137.0,72.10729925
21,DU1507430,Stock,EBAY,-285.0,34.9652098
22,DU1507430,Stock,XRAY,187.0,53.5753476
23,DU1507430,Stock,MAS,-224.0,44.99394955
24,DU1507430,Stock,XRX,-294.0,34.13417415
25,DU1507430,Stock,ULTA,41.0,245.38439025
26,DU1507430,Stock,MKC,62.0,160.94612905
27,DU1507430,Stock,VMC,68.0,148.6247059
28,DU1507430,Stock,CERN,-147.0,67.83167415
29,DU1507430,Stock,CNC,192.0,51.935625
30,DU1507430,Stock,MCHP,-109.0,89.3288578
31,DU1507430,Stock,AVB,-47.0,211.2342319
32,DU1507430,Stock,VNO,-160.0,62.4960869
33,DU1507430,Stock,PSX,-91.0,112.04657255
34,DU1507430,Stock,BWA,-221.0,45.31679365
35,DU1507430,Stock,L,195.0,50.8551282
36,DU1507430,Stock,UTX,-68.0,147.48212205
37,DU1507430,Stock,TRIP,-313.0,32.05421725
38,DU1507430,Stock,EXPE,74.0,135.8735135
39,DU1507430,Stock,MAA,-77.0,130.0842013
40,DU1507430,Stock,FDX,61.0,163.80639345
41,DU1507430,Stock,LUV,178.0,56.395618
42,DU1507430,Stock,VAR,90.0,115.0011111
43,DU1507430,Stock,NEM,-252.0,39.5119996
44,DU1507430,Stock,AIZ,-78.0,126.94443205
45,DU1507430,Stock,CTSH,163.0,61.35613495
46,DU1507430,Stock,COF,-104.0,96.5490356
47,DU1507430,Stock,CSCO,-216.0,46.09392685
48,DU1507430,Stock,COG,-533.0,18.4844983
49,DU1507430,Stock,ETFC,244.0,40.775
50,DU1507430,Stock,DGX,97.0,103.3803093
51,DU1507430,Stock,MXIM,167.0,59.18197605
52,DU1507430,Stock,COO,35.0,288.82857145
53,DU1507430,Stock,CPB,216.0,46.49425925
54,DU1507430,Stock,STX,-172.0,57.6291529
55,DU1507430,Stock,MU,211.0,46.785
56,DU1507430,Stock,MSFT,74.0,134.8535135
57,DU1507430,Stock,CVX,88.0,113.67136365
58,DU1507430,Stock,SLG,-121.0,82.4499099
59,DU1507430,Stock,TSCO,-105.0,94.9883905
60,DU1507430,Stock,CRM,66.0,153.1551515
61,DU1507430,Stock,KMX,-105.0,95.0183905
62,DU1507430,Stock,CHD,148.0,67.52675675
63,DU1507430,Stock,MRO,-822.0,12.09463055
64,DU1507430,Stock,STZ,52.0,193.23846155
65,DU1507430,Stock,CL,142.0,70.81704225
66,DU1507430,Stock,CI,-60.0,166.87976
67,DU1507430,Stock,PWR,232.0,42.735
68,DU1507430,Stock,CFG,-269.0,37.3341082
69,DU1507430,Stock,TPR,368.0,27.045
70,DU1507430,Stock,QRVO,126.0,79.7479365
71,DU1507430,Stock,JBHT,92.0,107.97086955
72,DU1507430,Stock,TIF,-80.0,125.08479125
73,DU1507430,Stock,XEC,-215.0,46.39857165
74,DU1507430,Stock,PXD,74.0,133.1535135
75,DU1507430,Stock,AMD,-287.0,35.08506065
76,DU1507430,Stock,AME,-106.0,94.80848395
77,DU1507430,Stock,ALK,142.0,70.87704225
78,DU1507430,Stock,IPG,488.0,20.5929508
79,DU1507430,Stock,AES,-633.0,15.8445529
80,DU1507430,Stock,HON,-56.0,179.10831605
81,DU1507430,Stock,ALB,150.0,66.40666665
82,DU1507430,Stock,HSY,64.0,155.625625
83,DU1507430,Stock,SO,164.0,60.65609755
84,DU1507430,Stock,DISCA,322.0,30.785
85,DU1507430,Stock,AEP,112.0,89.25892855
86,DU1507430,Stock,DISCK,-401.0,25.0843616
87,DU1507430,Stock,BLL,153.0,65.29653595
88,DU1507430,Stock,BLK,-22.0,456.1549818
89,DU1507430,Stock,ARNC,338.0,29.505
90,DU1507430,Stock,UPS,-86.0,116.66490815
91,DU1507430,Stock,LEN,-169.0,59.19273845
92,DU1507430,Stock,UHS,68.0,147.5547059
93,DU1507430,Stock,LOW,-90.0,111.73645665
94,DU1507430,Stock,JPM,-88.0,116.08611365
95,DU1507430,Stock,LLY,89.0,111.77123595
96,DU1507430,Stock,NOV,-428.0,22.91440655
97,DU1507430,Stock,LNC,-163.0,60.72248895
98,DU1507430,Stock,BEN,-357.0,28.338272
99,DU1507430,Stock,IT,69.0,146.24449275
100,DU1507430,Stock,DVN,-440.0,22.196785
101,DU1507430,Stock,BK,214.0,46.78088785
102,DU1507430,Stock,LMT,27.0,374.51703705
103,DU1507430,Stock,AEE,131.0,75.8576336
104,DU1507430,Stock,TROW,-85.0,115.9957153
105,DU1507430,Stock,HPQ,584.0,17.155
106,DU1507430,Stock,IR,-76.0,131.1140092
107,DU1507430,Stock,HPE,657.0,15.275
108,DU1507430,Stock,KO,188.0,53.53531915
109,DU1507430,Stock,URI,64.0,153.435625
110,DU1507430,Stock,GOOGL,-8.0,1249.099025
111,DU1507430,Stock,GOOG,-8.0,1191.6602125
112,DU1507430,Stock,APTV,122.0,82.4681967
113,DU1507430,Stock,KR,370.0,26.965
114,DU1507430,Stock,FBHS,163.0,61.9784049
115,DU1507430,Stock,BBY,-137.0,74.5210387
116,DU1507430,Stock,FLT,-33.0,301.2133424
117,DU1507430,Stock,ATO,89.0,111.94123595
118,DU1507430,Stock,ADP,-62.0,162.4103903
119,DU1507430,Stock,WLTW,54.0,184.5985185
120,DU1507430,Stock,KLAC,-62.0,154.6105516
121,DU1507430,Stock,AXP,84.0,119.45190475
122,DU1507430,Stock,UAA,565.0,17.775
123,DU1507430,Stock,AVY,-89.0,112.6063135
124,DU1507430,Stock,IVZ,623.0,16.66573835
125,DU1507430,Stock,ROL,257.0,39.0460895
126,DU1507430,Stock,ABMD,54.0,183.1385185
127,DU1507430,Stock,ROK,60.0,166.66666665
128,DU1507430,Stock,RTN,-50.0,199.405752
129,DU1507430,Stock,ALXN,92.0,109.21086955
130,DU1507430,Stock,PYPL,99.0,102.010101
131,DU1507430,Stock,GS,-46.0,219.47359785
132,DU1507430,Stock,MNST,171.0,58.15
133,DU1507430,Stock,RCL,-94.0,107.2170234
134,DU1507430,Stock,CE,-82.0,123.18513535
135,DU1507430,Stock,RHI,-172.0,58.28286045
136,DU1507430,Stock,REGN,33.0,307.03030305
137,DU1507430,Stock,SWKS,-133.0,75.55079775
138,DU1507430,Stock,FRT,-76.0,131.54978945
139,DU1507430,Stock,FITB,386.0,25.89681345
140,DU1507430,Stock,PPG,-83.0,124.05526505
141,DU1507430,Stock,SYF,283.0,35.505
142,DU1507430,Stock,TRV,-76.0,131.33400395
143,DU1507430,Stock,SNA,-64.0,158.1409828
144,DU1507430,Stock,HRB,-424.0,23.50439435
145,DU1507430,Stock,AVGO,32.0,315.77125
146,DU1507430,Stock,SIVB,43.0,235.6932558
147,DU1507430,Stock,HRL,-245.0,40.8540351
148,DU1507430,Stock,MET,-216.0,46.463919
